Name,Size,AC,HP,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,CR,Overall
Dragonflesh Grafter,Large,14 (natural armor),2.3076923076923075,16,11,14,10,10,6,2,0,0,0,0,0,3,67
Dragonnel,Large,13 (natural armor),2.57396449704142,16,15,12,8,13,10,0,1,0,0,0,0,2,74
Dragonsoul,Medium,16 (studded leather),4.881656804733727,11,18,14,13,12,16,1,2,0,5,0,0,7,84
Dragonwing,Medium,14 (leather armor),1.4644970414201182,11,16,13,11,11,13,1,2,0,5,0,0,2,75
Drake Companion,Small,14 + PB (natural armor),0.22189349112426035,16,12,15,8,14,8,2,0,0,0,1,0,0,73
Dread Warrior,Medium,"18 (chain mail, shield)",1.6420118343195265,15,11,16,10,12,10,1,2,0,0,1,2,1,74
Dretch,Small,11 (natural armor),0.7988165680473372,11,11,12,5,8,3,0,0,0,3,1,1,0.25,50
Drider,Large,19 (natural armor),5.458579881656805,16,16,18,13,14,12,0,2,0,0,0,0,6,89
Drow,Medium,15 (chain shirt),0.5769230769230769,10,14,10,11,11,12,0,2,0,0,0,0,0.25,68
Drow Acolyte,Medium,10,0.3994082840236686,10,10,10,10,14,11,0,3,0,0,0,0,0.25,65
Drow Arachnomancer,Medium,15 (studded leather),7.189349112426035,11,17,14,19,14,16,3,4,0,1,0,0,13,91
Drow Bandit,Medium,12 (leather armor),0.4881656804733728,11,12,12,10,10,10,0,1,0,0,0,0,0.125,65
Drow Commander,Medium,"18 (studded leather, shield)",4.881656804733727,13,18,14,11,13,12,3,2,0,0,0,0,5,81
Drow Commoner,Medium,10,0.17751479289940827,10,10,10,10,10,10,0,1,0,0,0,0,0,60
Drow Cultist,Medium,12 (leather armor),0.3994082840236686,11,12,10,10,11,10,0,3,0,0,0,0,0.125,64
Drow Elite Warrior,Medium,"18 (studded leather, shield)",3.150887573964497,13,18,14,11,13,12,3,2,0,0,0,0,5,81
Drow Favored Consort,Medium,15,10.650887573964496,15,20,16,18,15,18,3,4,0,0,0,0,18,102
Drow Guard,Medium,"16 (chain shirt, shield)",0.4881656804733728,13,12,12,10,11,10,0,1,0,0,0,0,0.125,68
Drow Gunslinger,Medium,"18 (studded leather, shield)",3.727810650887574,13,18,14,11,13,14,3,2,0,0,0,0,4,83
Drow House Captain,Medium,16 (chain mail),7.189349112426035,14,19,15,12,14,13,3,2,0,0,0,0,9,87
Drow Inquisitor,Medium,16 (breastplate),6.612426035502958,11,15,14,16,21,20,3,4,0,0,0,1,14,97
Drow Mage,Medium,12 (15 with mage armor),1.997041420118343,9,14,10,17,13,12,0,4,0,0,0,0,7,75
Drow Matron Mother,Medium,17 (half plate),10.961538461538462,12,18,16,17,21,22,3,4,0,0,0,3,20,106
Drow Noble,Medium,15 (breastplate),0.3994082840236686,11,12,11,12,14,16,0,4,0,0,0,0,0.125,76
Drow Priestess of Lolth,Medium,16 (scale mail),3.150887573964497,10,14,12,13,17,18,3,4,0,0,0,0,8,84
Drow Scout,Medium,13 (leather armor),0.7100591715976331,11,14,12,11,13,11,0,4,0,0,0,0,0.5,72
Drow Shadowblade,Medium,17 (studded leather),6.65680473372781,14,21,16,12,14,13,3,2,0,0,0,0,11,90
Drow Spore Servant,Medium,15 (chain shirt),0.5769230769230769,10,14,10,2,6,1,0,0,0,0,0,4,0.125,43
Drow Spy,Medium,12,1.198224852071006,10,15,10,12,14,16,0,7,0,0,0,0,1,77
Drowned Ascetic,Medium,13,3.328402366863905,12,16,16,3,9,5,1,0,0,0,1,1,3,61
Drowned Assassin,Medium,14 (leather armor),2.9733727810650885,15,16,16,9,9,16,2,2,0,0,1,1,4,81
Drowned Blade,Medium,10 (leather armor),1.997041420118343,16,8,16,3,9,5,0,0,0,0,1,1,2,57
Drowned Master,Medium,14 (natural armor),6.967455621301775,17,12,16,9,14,12,2,1,0,0,1,1,9,80
Druid,Medium,11 (16 with barkskin),1.198224852071006,10,12,13,12,15,11,0,3,0,0,0,0,2,73
Druid of the Old Ways,Medium,14 (hide armor),3.994082840236686,11,15,16,10,20,14,3,3,0,0,0,0,7,86
Dryad,Medium,11 (16 with barkskin),0.9763313609467456,10,12,11,14,15,18,0,2,0,0,0,0,1,80
Dryad Spirit,Medium,12,2.57396449704142,1,14,10,12,11,17,2,0,0,6,3,9,4,65
Duergar,Medium,"16 (scale mail, shield)",1.1538461538461537,14,11,14,11,10,9,0,0,0,1,0,0,1,69
Duergar Alchemist,Medium,"16 (scale mail, shield)",1.1538461538461537,14,11,14,11,10,9,0,0,0,1,0,0,1,69
Duergar Darkhaft,Medium,"16 (scale mail, shield)",1.1538461538461537,14,11,14,11,10,9,0,0,0,1,0,0,2,69
Duergar Despot,Medium,21 (natural armor),5.281065088757396,20,5,19,15,14,13,2,0,0,0,1,5,12,86
Duergar Hammerer,Medium,17 (natural armor),1.4644970414201182,17,7,12,5,5,5,0,0,0,0,1,6,2,51
Duergar Kavalrachni,Medium,"16 (scale mail, shield)",1.1538461538461537,14,11,14,11,10,9,0,0,0,1,0,0,2,69
Duergar Keeper of the Flame,Medium,"16 (scale mail, shield)",1.1538461538461537,14,11,14,11,10,9,0,0,0,1,0,0,2,69
Duergar Mind Master,Medium,14 (leather armor),1.7307692307692306,11,17,14,15,10,12,1,2,0,1,0,0,2,79
Duergar Screamer,Medium,15 (natural armor),1.6863905325443787,18,7,12,5,5,5,0,0,0,0,1,6,3,52
Duergar Soulblade,Medium,14 (leather armor),1.198224852071006,16,16,10,11,10,12,0,0,0,1,0,0,1,75
Duergar Spore Servant,Medium,"16 (scale mail, shield)",1.1538461538461537,14,11,14,2,6,1,0,0,0,1,0,4,0.5,48
Duergar Spy,Medium,15 (studded leather),1.4644970414201182,10,16,12,12,10,13,0,7,0,1,0,0,2,73
Duergar Stone Guard,Medium,"18 (chain mail, shield)",1.7307692307692306,18,11,14,11,10,9,0,0,0,1,0,0,2,73
Duergar Warlord,Medium,"20 (plate armor, shield)",3.328402366863905,18,11,17,12,12,14,0,0,0,1,0,0,6,84
Duergar Xarrorn,Medium,18 (plate armor),1.1538461538461537,16,11,14,11,10,9,0,0,0,1,0,0,2,71
Dullahan,Medium,16 (breastplate),5.991124260355029,18,14,16,11,15,16,1,1,0,3,0,3,10,90
Duodrone,Medium,15 (natural armor),0.4881656804733728,11,13,12,6,10,7,0,0,0,0,0,0,0.25,59
Dusk Hag,Medium,17 (natural armor),3.6390532544378695,11,14,12,17,16,18,2,3,0,0,0,3,6,88
Dust Mephit,Small,12,0.7544378698224852,5,14,10,9,11,10,0,2,1,0,1,1,0.5,59
Dybbuk,Medium,14,1.6420118343195265,6,19,16,16,15,14,0,3,0,7,1,9,4,86
Dyrrn,Medium,21 (natural armor),14.423076923076922,26,21,22,26,23,24,3,4,0,2,0,6,24,142
Eagle,Small,12,0.1331360946745562,6,15,10,2,14,7,0,1,0,0,0,0,0,54
Earth Elemental,Large,17 (natural armor),5.59171597633136,20,8,20,5,10,5,0,0,1,3,1,5,5,68
Earth Elemental Myrmidon,Medium,18 (plate),5.636094674556213,18,10,17,8,10,10,0,0,0,3,1,4,7,73
Eater of Hope,Large,17 (natural armor),3.994082840236686,19,17,14,12,11,16,2,3,0,2,1,1,6,89
Eblis,Large,13,1.1538461538461537,11,16,12,12,14,11,0,1,0,0,0,0,1,76
Efreeti,Large,17 (natural armor),8.875739644970414,22,12,24,16,15,16,3,0,0,0,1,0,11,105
Egg Hunter Adult,Small,16 (natural armor),2.3076923076923075,14,20,16,3,13,5,2,2,0,0,0,2,5,71
Egg Hunter Hatchling,Tiny,14 (natural armor),1.242603550295858,8,17,13,1,10,5,2,2,0,0,0,1,2,54
Eidolon,Medium,9,2.79585798816568,7,8,9,14,19,16,1,1,0,6,3,9,12,73
Elder Black Pudding,Huge,7,5.769230769230769,16,5,16,1,6,1,0,0,0,0,4,6,4,45
Elder Brain,Large,10,9.319526627218934,15,10,20,21,19,24,3,5,0,0,0,0,14,109
Elder Brain Dragon,Gargantuan,17 (natural armor),15.532544378698224,27,13,25,21,19,24,4,3,0,0,1,2,22,129
Elder Giant Lizard,Huge,14 (natural armor),3.7721893491124256,21,9,17,2,10,7,0,1,0,0,0,0,5,66
Elder Oblex,Huge,16,5.103550295857988,15,16,21,22,13,18,2,6,0,0,0,5,10,105
Elder Tempest,Gargantuan,19,11.715976331360945,23,28,23,2,21,18,2,0,0,3,3,8,23,115
Eldritch Horror Hatchling,Large,"14 (natural armor), 11 while prone",1.7307692307692306,17,11,13,1,13,6,0,0,0,0,0,0,2,61
Elemental Spirit,Medium,11 + the level of the spell (natural armor),2.2189349112426036,18,15,17,4,10,16,0,0,0,1,1,5,0,80
Elephant,Huge,12 (natural armor),3.3727810650887573,22,9,17,3,11,6,0,0,0,0,0,0,4,68
Elise,Medium,9,4.127218934911243,19,9,18,6,10,5,0,0,0,0,5,6,5,67
Elk,Large,10,0.5769230769230769,16,10,12,2,10,6,0,0,0,0,0,0,0.25,56
Emberhorn Minotaur,Large,14 (natural armor),3.3727810650887573,18,11,16,6,16,9,0,1,0,0,1,0,3,76
Emerald Dragon Wyrmling,Medium,16 (natural armor),1.7307692307692306,15,12,15,14,12,14,4,4,0,2,0,0,2,82
Emerald Enclave Scout,Medium,16 (breastplate),0.8431952662721893,11,14,14,11,13,11,0,4,0,1,0,0,0.5,74
Emerald Greatwyrm,Gargantuan,21 (natural armor),22.5,28,14,29,30,24,25,4,3,0,0,1,4,26,150
Empyrean,Huge,22 (natural armor),13.890532544378697,30,21,30,21,22,27,4,2,0,0,3,0,23,151
Enchanter Wizard,Medium,12 (15 with mage armor),2.1745562130177514,9,14,11,17,12,11,2,2,0,0,0,0,5,74
Engineer,Small,10,0.3106508875739645,10,10,10,14,10,11,0,2,0,0,0,0,0.25,65
Enormous Tentacle,Huge,12,2.662721893491124,19,14,12,1,10,3,0,1,0,0,0,0,2,59
Erinyes,Medium,18 (plate armor),6.789940828402367,18,16,18,14,14,18,4,0,0,3,2,1,12,98
Esthetic,Gargantuan,14 (natural armor),9.6301775147929,24,8,20,1,10,1,0,0,0,0,1,7,12,64
Eternal Flame Guardian,Medium,"17 (breastplate, shield), 15 while using a crossbow",1.997041420118343,15,13,14,8,11,13,0,2,0,1,0,0,2,74
Eternal Flame Priest,Medium,12 (15 with mage armor),2.3076923076923075,12,15,14,10,11,16,0,3,0,1,0,0,3,78
Ettercap,Medium,13 (natural armor),1.952662721893491,14,15,13,7,12,8,0,3,0,0,0,0,2,69
Ettin,Large,12 (natural armor),3.7721893491124256,21,8,17,6,10,8,0,1,0,0,0,0,4,70
Evil Mage,Medium,12,0.9763313609467456,9,14,11,17,12,11,2,2,0,0,0,0,1,74
Evoker Wizard,Medium,12 (15 with mage armor),5.3698224852071,9,14,12,17,12,11,2,2,0,0,0,0,9,75
Expeditious Messenger,Tiny,13,0.3106508875739645,6,16,13,8,12,7,0,2,0,0,1,2,0.125,62
Expert,Medium,17 (studded leather),2.9289940828402363,10,20,12,14,10,14,1,5,0,0,0,0,0,80
Expert,Medium,14 (studded leather),0.4881656804733728,10,15,12,13,10,14,1,5,0,0,0,0,0,74
Expert,Medium,16 (studded leather),2.4408284023668636,10,18,12,14,10,14,1,5,0,0,0,0,0,78
Expert,Medium,15 (studded leather),1.952662721893491,10,16,12,14,10,14,1,5,0,0,0,0,0,76
Eye Monger,Large,17 (natural armor),6.612426035502958,21,6,23,7,13,7,0,0,0,0,0,0,10,77
Eyedrake,Large,16 (natural armor),5.281065088757396,16,10,16,14,14,16,2,2,0,0,0,1,8,86
Faerie Dragon (Blue),Tiny,15,0.621301775147929,3,20,13,14,12,16,0,3,0,0,0,0,2,78
Faerie Dragon (Green),Tiny,15,0.621301775147929,3,20,13,14,12,16,0,3,0,0,0,0,2,78
Faerie Dragon (Indigo),Tiny,15,0.621301775147929,3,20,13,14,12,16,0,3,0,0,0,0,2,78
Faerie Dragon (Orange),Tiny,15,0.621301775147929,3,20,13,14,12,16,0,3,0,0,0,0,1,78
Faerie Dragon (Red),Tiny,15,0.621301775147929,3,20,13,14,12,16,0,3,0,0,0,0,1,78
Faerie Dragon (Violet),Tiny,15,0.621301775147929,3,20,13,14,12,16,0,3,0,0,0,0,2,78
Faerie Dragon (Yellow),Tiny,15,0.621301775147929,3,20,13,14,12,16,0,3,0,0,0,0,1,78
Falcon,Tiny,13,0.04437869822485207,5,16,8,2,14,6,0,1,0,0,0,0,0,51
Fastieth,Medium,14,0.3994082840236686,12,18,10,4,11,4,0,0,0,0,0,0,0.25,59
Fathomer,Medium,10 (13 with mage armor),2.3076923076923075,14,11,14,11,11,15,0,3,0,0,0,0,2,76
Feathergale Knight,Medium,16 (scale mail),1.4644970414201182,14,14,12,11,10,14,0,2,0,0,0,0,1,75
Felbarren Dwarf,Medium,"16 (chain shirt, shield)",0.4881656804733728,13,12,12,10,11,10,0,1,0,1,0,0,0.125,68
Felidar,Large,17 (natural armor),4.127218934911243,19,16,17,10,17,14,3,2,0,0,0,0,5,93
Female Steeder,Large,14 (natural armor),1.331360946745562,15,16,14,2,10,3,0,2,0,0,0,0,1,60
Fey Spirit,Small,12 + the level of the spell (natural armor),1.331360946745562,13,16,14,14,11,16,0,0,0,0,0,1,0,84
Feyr,Large,16 (natural armor),3.905325443786982,16,16,11,14,14,11,2,2,0,0,0,1,5,82
Fiendish Flesh Golem,Large,12 (natural armor),9.319526627218934,20,9,20,7,10,5,0,0,0,2,4,6,8,71
Fiendish Giant Spider,Medium,13,0.4881656804733728,12,16,13,3,12,4,0,2,0,3,1,1,0.5,60
Fiendish Orc,Medium,13 (hide armor),0.665680473372781,16,12,16,7,11,10,0,1,0,0,2,0,0.5,72
Fiendish Spirit,Large,12 + the level of the spell (natural armor),2.2189349112426036,13,16,15,10,10,16,0,0,0,1,1,1,0,80
Fire Elemental,Large,13,4.526627218934911,10,17,16,6,10,7,0,0,0,3,2,8,5,66
Fire Elemental Myrmidon,Medium,18 (plate),5.458579881656805,13,18,15,9,10,10,0,0,0,3,2,4,7,75
Fire Giant,Huge,18 (plate armor),7.189349112426035,25,9,23,10,14,13,3,2,0,0,1,0,9,94
Fire Giant Dreadnought,Huge,"21 (plate, Dual Shields)",8.298816568047338,27,9,23,8,10,11,3,2,0,0,1,0,14,88
Fire Giant Royal Headsman,Huge,18 (plate armor),7.189349112426035,25,9,23,10,14,13,3,2,0,0,1,0,9,94
Fire Giant Servant,Huge,13 (natural armor),4.659763313609467,21,8,19,5,9,6,0,1,0,0,1,0,5,68
Fire Snake,Medium,14 (natural armor),0.9763313609467456,12,14,11,7,10,8,0,0,1,3,1,0,1,62
Firefist,Medium,18 (plate armor),5.192307692307692,16,10,14,11,17,13,2,2,0,0,0,0,7,81
Firemane Angel,Medium,18 (plate armor),5.991124260355029,22,15,17,12,14,23,3,2,0,4,0,3,12,103
Firenewt Warlock of Imix,Medium,10,1.4644970414201182,13,11,12,9,11,14,0,0,0,0,1,0,1,70
Firenewt Warrior,Medium,13 (shield),1.198224852071006,10,13,12,7,11,8,0,0,0,0,1,0,0.5,61
First-Year Student,Small or Medium,11,1.4644970414201182,8,12,13,12,10,11,0,0,0,0,0,0,0.5,66
Fish,Tiny,13,0.04437869822485207,2,16,9,1,7,2,0,0,0,0,0,0,0,37
Fist of Bane,Medium,"18 (chain mail, shield)",0.9763313609467456,16,11,13,10,12,11,0,0,0,0,0,1,0.5,73
Five-Armed Troll,Large,15 (natural armor),3.727810650887574,18,13,20,7,9,7,0,1,0,0,0,0,8,74
Flail Snail,Large,16 (natural armor),2.3076923076923075,17,5,20,3,10,5,0,0,0,0,2,1,3,60
Flameskull,Tiny,13,1.7751479289940828,1,17,14,16,10,11,0,2,0,3,3,5,4,69
Flamewrath,Medium,12 (15 with mage armor),4.659763313609467,10,14,16,11,10,16,0,2,0,0,1,0,6,77
Fleecemane Lion,Large,15 (natural armor),1.997041420118343,19,16,14,6,14,10,2,2,0,0,0,0,3,79
Flesh Golem,Medium,9,4.127218934911243,19,9,18,6,10,5,0,0,0,0,4,6,5,67
Flind,Medium,16 (breastplate),5.636094674556213,20,14,19,11,13,12,2,2,0,0,0,0,9,89
Flitterstep Eidolon,Medium,14,1.952662721893491,8,18,13,11,12,10,0,2,0,3,1,8,3,72
Flumph,Small,12,0.3106508875739645,6,15,10,14,14,11,0,3,1,0,0,0,0.125,70
Flux Blastseeker,Medium,12 (15 with mage armor),2.4408284023668636,10,15,12,20,9,14,2,2,0,0,0,0,5,80
Fluxcharger,Large,16 (natural armor),2.662721893491124,15,18,15,6,10,7,0,0,0,3,2,8,7,71
Flying Dagger,Tiny,17 (natural armor),0.3106508875739645,12,15,11,1,5,1,1,0,0,0,2,7,0.125,45
Flying Horror,Medium,16 (natural armor),2.1745562130177514,9,20,12,2,15,16,0,2,1,0,0,1,3,74
Flying Monkey,Small,12,0.1331360946745562,8,14,11,5,12,6,0,0,0,0,0,0,0,56
Flying Rocking Horse,Medium,15 (natural armor),0.9763313609467456,10,10,13,1,3,1,0,0,0,0,2,8,0.125,38
Flying Shield,Small,17 (natural armor),0.7544378698224852,12,15,11,1,5,1,1,0,0,0,2,7,0.25,45
Flying Snake,Tiny,14,0.22189349112426035,4,18,11,2,12,5,0,0,0,0,0,0,0.125,52
Flying Staff,Small,17 (natural armor),0.7544378698224852,12,15,11,1,5,1,1,0,0,0,2,7,0.25,45
Flying Sword,Small,17 (natural armor),0.7544378698224852,12,15,11,1,5,1,1,0,0,0,2,7,0.25,45
Flying Trident,Small,17 (natural armor),0.7544378698224852,12,15,11,1,5,1,1,0,0,0,2,7,0.25,45
Fomorian,Huge,14 (natural armor),6.612426035502958,23,10,20,9,14,6,0,2,0,0,0,0,8,82
Four-Armed Gargoyle,Medium,15 (natural armor),2.79585798816568,15,11,16,6,11,7,0,0,0,3,1,3,2,66
Four-Armed Statue,Large,17 (natural armor),7.899408284023668,22,9,20,3,11,1,0,0,0,0,4,6,10,66
Four-Armed Troll,Large,15 (natural armor),3.727810650887574,18,13,20,7,9,7,0,1,0,0,0,0,6,74
Fox,Tiny,13,0.08875739644970414,2,16,11,3,12,6,0,2,0,0,0,0,0,50
Fractal Mascot,Small,12,1.198224852071006,12,14,13,7,10,5,0,0,0,0,1,1,0.25,61
Fraz-Urb'luu,Large,18 (natural armor),14.955621301775148,29,12,25,26,24,26,4,3,0,3,3,4,23,142
Frog,Tiny,11,0.04437869822485207,1,13,8,1,8,3,0,2,0,0,0,0,0,34
Froghemoth,Huge,14 (natural armor),7.144970414201183,23,13,20,2,12,5,2,2,0,2,0,0,10,75
Frontline Medic,Medium,"20 (plate armor, shield)",0.8431952662721893,15,10,14,10,13,12,0,2,0,0,0,0,0.25,74
Frost Druid,Medium,13 (hide armor),2.9733727810650885,12,13,16,10,16,9,2,3,0,1,0,0,5,76
Frost Giant,Huge,15 (patchwork armor),6.124260355029586,23,9,21,9,10,12,3,2,0,0,1,0,8,84
Frost Giant Everlasting One,Huge,15 (patchwork armor),8.38757396449704,25,9,24,9,10,12,3,2,0,0,1,0,12,89
Frost Giant Servant,Huge,13 (natural armor),4.659763313609467,21,8,19,5,9,6,0,1,0,0,1,0,5,68
Frost Giant Skeleton,Huge,14 (armor scraps),4.526627218934911,23,9,15,6,8,5,0,0,1,0,2,2,6,66
Frost Giant Zombie,Huge,15 (patchwork armor),6.124260355029586,23,6,21,3,6,5,1,0,0,0,2,1,9,64
Frost Salamander,Huge,17 (natural armor),7.455621301775148,20,12,18,7,11,7,2,1,1,0,1,0,9,75
Frost Worm,Gargantuan,18 (natural armor),11.715976331360945,28,8,22,1,5,5,2,0,1,0,1,0,17,69
Fume Drake,Small,12,0.9763313609467456,6,14,12,6,10,11,0,0,0,0,2,1,0.25,59
Fungal Servant,Medium,17 (natural armor),4.304733727810651,18,10,17,11,18,16,4,2,1,0,4,5,15,90
Gaj,Large,16 (natural armor),3.328402366863905,16,10,15,12,15,7,0,2,0,0,0,0,4,75
Galazeth Prismari,Gargantuan,21 (natural armor),17.840236686390533,26,14,25,18,20,26,4,4,0,1,2,0,23,129
Galeb Duhr,Medium,16 (natural armor),3.7721893491124256,20,14,20,11,12,11,0,0,0,3,1,4,6,88
Gallows Speaker,Medium,12,3.7721893491124256,8,14,10,10,12,18,1,1,0,3,2,9,6,72
Galvan Magen,Medium,14,3.0177514792899407,10,18,18,12,10,7,0,0,0,0,2,5,3,75
Galvanic Blastseeker,Medium,13,2.3076923076923075,10,17,14,19,10,13,1,3,0,2,0,0,5,83
Galvanice Weird,Medium,12 (natural armor),0.9763313609467456,14,10,17,3,10,5,0,0,0,4,1,8,1,59
Gargantuan Rug of Smothering,Gargantuan,12,2.79585798816568,17,14,10,1,3,1,0,0,0,0,2,7,2,46
Gargoyle,Medium,15 (natural armor),2.3076923076923075,15,11,16,6,11,7,0,0,0,3,1,3,2,66
Gas Spore,Large,5,0.04437869822485207,5,1,3,1,1,1,0,0,0,0,1,6,0.5,12
Gauth,Medium,15 (natural armor),2.3076923076923075,10,14,16,15,15,13,3,1,0,0,0,1,6,83
Gazer,Tiny,13,0.5769230769230769,3,17,14,3,10,7,1,2,0,0,0,1,0.5,54
Gearkeeper Construct,Large,18 (natural armor),7.144970414201183,20,16,18,3,11,1,0,0,0,3,3,6,10,69
Gelatinous Cube,Large,6,3.727810650887574,14,3,20,1,6,1,0,0,0,0,0,6,2,45
Gem Stalker,Large,17 (natural armor),2.9733727810650885,17,15,14,15,10,6,2,2,0,1,0,0,5,77
Geryon,Huge,19 (natural armor),13.31360946745562,29,17,22,19,16,23,4,3,0,3,3,4,22,126
Ghast,Medium,13,1.5976331360946745,16,17,10,11,10,8,0,0,0,1,1,3,2,72
Ghost,Medium,11,1.997041420118343,7,13,10,10,12,17,0,0,0,6,3,9,4,69
Ghost Dragon,Huge,10,14.37869822485207,20,10,25,16,15,19,3,2,0,3,4,9,17,105
Ghostblade Eidolon,Medium,12,2.4408284023668636,16,15,12,13,12,14,0,3,0,3,1,8,5,82
Ghoul,Medium,12,0.9763313609467456,13,15,10,7,10,6,0,0,0,0,1,3,1,61
Giant Ape,Huge,12,6.967455621301775,23,14,18,7,12,7,0,2,0,0,0,0,7,81
Giant Badger,Medium,10,0.5769230769230769,13,10,15,2,12,5,0,0,0,0,0,0,0.25,57
Giant Bat,Large,13,0.9763313609467456,15,16,11,2,12,6,0,0,0,0,0,0,0.25,62
Giant Boar,Large,12 (natural armor),1.863905325443787,17,10,16,2,7,5,0,0,0,0,0,0,2,57
Giant Canary,Large,12,1.1538461538461537,10,14,12,2,10,6,0,0,0,0,0,0,0.5,54
Giant Centipede,Small,13 (natural armor),0.17751479289940827,5,14,12,1,7,3,0,0,0,0,0,0,0.25,42
Giant Constrictor Snake,Huge,12,2.662721893491124,19,14,12,1,10,3,0,1,0,0,0,0,2,59
Giant Coral Snake,Large,13,3.994082840236686,12,16,14,2,10,3,0,1,0,0,0,0,4,57
Giant Crab,Medium,15 (natural armor),0.5769230769230769,13,15,11,1,9,3,0,1,0,0,0,0,0.125,52
Giant Crayfish,Large,15 (natural armor),1.997041420118343,15,13,13,1,9,3,0,1,0,0,0,0,2,54
Giant Crocodile,Huge,14 (natural armor),3.7721893491124256,21,9,17,2,10,7,0,1,0,0,0,0,5,66
Giant Dragonfly,Large,16 (natural armor),0.9763313609467456,15,18,11,3,10,3,0,0,0,0,0,0,0.5,60
Giant Eagle,Large,13,1.1538461538461537,16,17,13,8,14,10,0,1,0,0,0,0,1,78
Giant Elk,Huge,14 (natural armor),1.863905325443787,19,16,14,7,14,10,0,1,0,0,0,0,2,80
Giant Fire Beetle,Small,13 (natural armor),0.17751479289940827,8,10,12,1,7,3,0,0,0,0,0,0,0,41
Giant Fly,Large,11,0.8431952662721893,14,13,13,2,10,3,0,0,0,0,0,0,0,55
Giant Flying Spider,Large,14 (natural armor),1.1538461538461537,14,16,12,2,11,4,0,1,0,0,0,0,1,59
Giant Four-Armed Gargoyle,Large,17 (natural armor),6.523668639053254,19,11,20,6,11,9,1,1,0,3,1,3,10,76
Giant Frog,Medium,11,0.7988165680473372,12,13,11,2,10,3,0,2,0,0,0,0,0.25,51
Giant Goat,Large,11 (natural armor),0.8431952662721893,17,11,12,3,12,6,0,0,0,0,0,0,0.5,61
Giant Hyena,Large,12,1.997041420118343,16,14,14,2,12,7,0,1,0,0,0,0,1,65
Giant Ice Toad,Large,14 (natural armor),2.3076923076923075,16,13,14,8,10,6,0,0,0,0,1,0,3,67
Giant Lightning Eel,Large,13,1.863905325443787,11,17,16,2,12,3,0,0,0,1,0,0,3,61
Giant Lizard,Large,12 (natural armor),0.8431952662721893,15,12,13,2,10,5,0,0,0,0,0,0,0.25,57
Giant Mutated Drow,Huge,14 (natural armor),8.875739644970414,27,10,22,12,16,16,3,2,0,0,0,0,9,103
Giant Octopus,Large,11,2.3076923076923075,17,13,13,4,10,4,0,2,0,0,0,0,1,61
Giant Owl,Large,12,0.8431952662721893,13,15,12,8,13,10,0,2,0,0,0,0,0.25,71
Giant Poisonous Snake,Medium,14,0.4881656804733728,10,18,13,2,10,3,0,1,0,0,0,0,0.25,56
Giant Rat,Small,12,0.3106508875739645,7,15,11,2,10,4,0,0,0,0,0,0,0.125,49
Giant Raven,Large,10,0.9763313609467456,15,10,15,6,12,7,0,1,0,0,0,0,1,65
Giant Riding Lizard,Large,12 (natural armor),0.8431952662721893,15,12,13,2,10,5,0,0,0,0,0,0,0.25,57
Giant Rocktopus,Large,11,2.3076923076923075,17,13,13,4,10,4,0,2,0,0,0,0,1,61
Giant Scorpion,Large,15 (natural armor),2.3076923076923075,15,13,15,1,9,3,0,0,0,0,0,0,3,56
Giant Sea Eel,Large,14 (natural armor),0.8431952662721893,11,14,12,7,10,7,1,2,0,0,0,0,0.5,61
Giant Sea Horse,Large,13 (natural armor),0.7100591715976331,12,15,11,2,12,5,0,0,0,0,0,0,0.5,57
Giant Shark,Huge,13 (natural armor),5.59171597633136,23,11,21,1,10,5,0,1,0,0,0,0,5,71
Giant Shark Skeleton,Huge,13 (natural armor),5.59171597633136,23,11,21,1,10,5,0,1,1,0,1,2,5,71
Giant Skeleton,Huge,17 (natural armor),5.103550295857988,21,10,20,4,6,6,0,0,1,0,1,2,7,67
Giant Snail,Large,11 (natural armor),0.9763313609467456,15,3,11,3,10,3,0,0,0,0,0,0,0.25,45
Giant Snapping Turtle,Large,"17 (natural armor), 12 while prone",3.328402366863905,19,10,14,2,12,5,0,0,0,0,0,0,3,62
Giant Space Hamster,Large,11,0.9763313609467456,14,12,10,2,12,4,0,0,0,0,0,0,0.25,54
Giant Spider,Large,14 (natural armor),1.1538461538461537,14,16,12,2,11,4,0,1,0,0,0,0,1,59
Giant Strider,Large,14 (natural armor),0.9763313609467456,18,13,14,4,12,6,0,0,0,0,1,0,1,67
Giant Subterranean Lizard,Huge,14 (natural armor),2.9289940828402363,21,9,17,2,10,7,0,1,0,0,0,0,4,66
Giant Swan,Large,13,1.1538461538461537,16,17,13,8,14,10,0,1,0,0,0,0,1,78
Giant Toad,Large,11,1.7307692307692306,15,13,13,2,10,3,0,0,0,0,0,0,1,56
Giant Vulture,Large,10,0.9763313609467456,15,10,15,6,12,7,0,1,0,0,0,0,1,65
Giant Walrus,Huge,9,3.7721893491124256,22,9,16,3,11,4,0,0,0,0,0,0,4,65
Giant Wasp,Medium,12,0.5769230769230769,10,14,10,1,10,3,0,0,0,0,0,0,0.5,48
Giant Weasel,Medium,13,0.3994082840236686,11,16,10,4,12,5,0,2,0,0,0,0,0.125,58
Giant White Moray Eel,Huge,12,2.662721893491124,19,14,12,1,10,3,0,2,0,0,0,0,2,59
