Name,AC,HP,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,CR,gargantuan,huge,large,medium,or,small,tiny,Overall
Djinni,17,7.144970414201183,21,15,22,15,16,20,3,0,0,0,2,0,11,0,0,1,0,0,0,0,109
Dohwar,11,0.4437869822485207,5,12,11,11,14,13,2,3,0,0,0,0,0,0,0,0,0,0,1,0,66
Dolgaunt,16,1.4644970414201182,14,18,12,13,14,11,0,3,0,0,0,1,3,0,0,0,1,0,0,0,82
Dolgrim,15,0.5769230769230769,15,14,12,8,10,8,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,67
Dolphin,12,0.4881656804733728,14,13,13,6,12,7,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,65
Dolphin Delighter,14,1.198224852071006,14,13,13,11,12,16,2,2,0,0,0,0,3,0,0,0,1,0,0,0,79
Doomwake Giant,15,7.189349112426035,24,12,22,12,14,16,2,2,0,0,2,2,11,0,1,0,0,0,0,0,100
Doppelganger,14,2.3076923076923075,11,18,14,11,12,14,0,2,0,0,0,1,3,0,0,0,1,0,0,0,80
Dracohydra,17,9.674556213017752,20,12,20,6,12,12,0,1,0,0,0,0,11,0,1,0,0,0,0,0,82
Draconian Dreadnought,16,2.529585798816568,18,10,18,10,10,10,2,0,0,0,0,0,4,0,0,1,0,0,0,0,76
Draconian Foot Soldier,14,0.9763313609467456,13,11,13,8,8,10,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,63
Draconian Infiltrator,15,1.7307692307692306,11,17,14,9,13,11,1,2,0,0,1,1,3,0,0,0,1,0,0,0,75
Draconian Mage,15,1.7751479289940828,14,10,11,11,10,14,3,0,0,0,0,0,2,0,0,0,1,0,0,0,70
Draconian Mastermind,17,2.9733727810650885,13,14,16,15,11,17,3,1,0,0,0,1,6,0,0,0,1,0,0,0,86
Draconic Shard,17,7.455621301775148,1,12,18,22,18,22,4,4,0,4,4,8,17,0,1,0,0,0,0,0,93
Draconic Spirit,14,2.2189349112426036,19,14,17,10,14,14,0,0,0,9,0,3,0,0,0,1,0,0,0,0,88
Dracophage Subject,15,1.7307692307692306,11,17,14,12,13,11,1,3,0,0,1,1,3,0,0,0,1,0,0,0,78
Draegloth,15,5.458579881656805,20,15,18,13,11,11,0,2,0,3,1,1,7,0,0,1,0,0,0,0,88
Draft Horse,10,0.8431952662721893,18,10,12,2,11,7,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,60
Dragon Army Dragonnel,16,2.57396449704142,16,15,12,8,13,10,0,1,0,1,0,0,3,0,0,1,0,0,0,0,74
Dragon Army Officer,19,2.8846153846153846,16,14,15,12,14,12,2,2,0,0,0,0,3,0,0,0,1,0,0,0,83
Dragon Army Soldier,17,0.9763313609467456,15,12,12,10,10,10,0,2,0,0,0,0,1,0,0,0,1,0,0,0,69
Dragon Blessed,14,3.328402366863905,12,10,16,14,17,10,2,2,0,0,0,1,5,0,0,0,1,0,0,0,79
Dragon Chosen,17,1.997041420118343,18,18,14,10,13,14,3,2,0,0,0,1,3,0,0,0,1,0,0,0,87
Dragon Hunter,13,2.57396449704142,16,13,14,10,11,10,0,2,0,0,0,0,3,0,0,0,1,0,0,0,74
Dragon Speaker,13,1.5976331360946745,10,14,12,13,11,17,2,2,0,0,0,2,2,0,0,0,0,0,1,0,77
Dragon Tortoise,20,15.133136094674555,25,10,20,10,12,12,3,0,0,1,0,0,17,1,0,0,0,0,0,0,89
Dragon Turtle,20,15.133136094674555,25,10,20,10,12,12,3,0,0,1,0,0,17,1,0,0,0,0,0,0,89
Dragon Turtle Wyrmling,18,3.994082840236686,17,10,15,8,10,10,3,0,0,1,0,0,4,0,0,1,0,0,0,0,70
Dragonblood Ooze,14,3.0177514792899407,18,6,17,2,12,10,0,2,0,5,0,8,5,0,0,1,0,0,0,0,65
Dragonbone Golem,17,7.144970414201183,20,10,17,3,11,10,0,0,0,0,1,6,11,0,0,1,0,0,0,0,71
Dragonborn of Bahamut,18,4.127218934911243,19,13,18,12,14,17,4,3,0,0,0,1,8,0,0,0,1,0,0,0,93
Dragonborn of Sardior,17,3.328402366863905,14,16,17,18,14,12,4,3,0,1,0,1,6,0,0,0,1,0,0,0,91
Dragonborn of Tiamat,18,3.7721893491124256,20,11,18,10,12,16,4,3,0,0,0,1,7,0,0,0,1,0,0,0,87
Dragonclaw,14,0.7100591715976331,9,16,13,11,10,12,1,2,0,0,0,0,1,0,0,0,1,0,0,0,71
Dragonfang,15,3.4615384615384612,11,16,14,12,12,14,1,2,0,5,0,0,5,0,0,0,1,0,0,0,79
Dragonflesh Abomination,15,2.9289940828402363,18,14,17,5,12,6,2,0,0,0,0,3,6,0,1,0,0,0,0,0,72
Dragonflesh Grafter,14,2.3076923076923075,16,11,14,10,10,6,2,0,0,0,0,0,3,0,0,1,0,0,0,0,67
Dragonnel,13,2.57396449704142,16,15,12,8,13,10,0,1,0,0,0,0,2,0,0,1,0,0,0,0,74
Dragonsoul,16,4.881656804733727,11,18,14,13,12,16,1,2,0,5,0,0,7,0,0,0,1,0,0,0,84
Dragonwing,14,1.4644970414201182,11,16,13,11,11,13,1,2,0,5,0,0,2,0,0,0,1,0,0,0,75
Drake Companion,14,0.22189349112426035,16,12,15,8,14,8,2,0,0,0,1,0,0,0,0,0,0,0,1,0,73
Dread Warrior,18,1.6420118343195265,15,11,16,10,12,10,1,2,0,0,1,2,1,0,0,0,1,0,0,0,74
Dretch,11,0.7988165680473372,11,11,12,5,8,3,0,0,0,3,1,1,0.25,0,0,0,0,0,1,0,50
Drider,19,5.458579881656805,16,16,18,13,14,12,0,2,0,0,0,0,6,0,0,1,0,0,0,0,89
Drow,15,0.5769230769230769,10,14,10,11,11,12,0,2,0,0,0,0,0.25,0,0,0,1,0,0,0,68
Drow Acolyte,10,0.3994082840236686,10,10,10,10,14,11,0,3,0,0,0,0,0.25,0,0,0,1,0,0,0,65
Drow Arachnomancer,15,7.189349112426035,11,17,14,19,14,16,3,4,0,1,0,0,13,0,0,0,1,0,0,0,91
Drow Bandit,12,0.4881656804733728,11,12,12,10,10,10,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,65
Drow Commander,18,4.881656804733727,13,18,14,11,13,12,3,2,0,0,0,0,5,0,0,0,1,0,0,0,81
Drow Commoner,10,0.17751479289940827,10,10,10,10,10,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,60
Drow Cultist,12,0.3994082840236686,11,12,10,10,11,10,0,3,0,0,0,0,0.125,0,0,0,1,0,0,0,64
Drow Elite Warrior,18,3.150887573964497,13,18,14,11,13,12,3,2,0,0,0,0,5,0,0,0,1,0,0,0,81
Drow Favored Consort,15,10.650887573964496,15,20,16,18,15,18,3,4,0,0,0,0,18,0,0,0,1,0,0,0,102
Drow Guard,16,0.4881656804733728,13,12,12,10,11,10,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,68
Drow Gunslinger,18,3.727810650887574,13,18,14,11,13,14,3,2,0,0,0,0,4,0,0,0,1,0,0,0,83
Drow House Captain,16,7.189349112426035,14,19,15,12,14,13,3,2,0,0,0,0,9,0,0,0,1,0,0,0,87
Drow Inquisitor,16,6.612426035502958,11,15,14,16,21,20,3,4,0,0,0,1,14,0,0,0,1,0,0,0,97
Drow Mage,12,1.997041420118343,9,14,10,17,13,12,0,4,0,0,0,0,7,0,0,0,1,0,0,0,75
Drow Matron Mother,17,10.961538461538462,12,18,16,17,21,22,3,4,0,0,0,3,20,0,0,0,1,0,0,0,106
Drow Noble,15,0.3994082840236686,11,12,11,12,14,16,0,4,0,0,0,0,0.125,0,0,0,1,0,0,0,76
Drow Priestess of Lolth,16,3.150887573964497,10,14,12,13,17,18,3,4,0,0,0,0,8,0,0,0,1,0,0,0,84
Drow Scout,13,0.7100591715976331,11,14,12,11,13,11,0,4,0,0,0,0,0.5,0,0,0,1,0,0,0,72
Drow Shadowblade,17,6.65680473372781,14,21,16,12,14,13,3,2,0,0,0,0,11,0,0,0,1,0,0,0,90
Drow Spore Servant,15,0.5769230769230769,10,14,10,2,6,1,0,0,0,0,0,4,0.125,0,0,0,1,0,0,0,43
Drow Spy,12,1.198224852071006,10,15,10,12,14,16,0,7,0,0,0,0,1,0,0,0,1,0,0,0,77
Drowned Ascetic,13,3.328402366863905,12,16,16,3,9,5,1,0,0,0,1,1,3,0,0,0,1,0,0,0,61
Drowned Assassin,14,2.9733727810650885,15,16,16,9,9,16,2,2,0,0,1,1,4,0,0,0,1,0,0,0,81
Drowned Blade,10,1.997041420118343,16,8,16,3,9,5,0,0,0,0,1,1,2,0,0,0,1,0,0,0,57
Drowned Master,14,6.967455621301775,17,12,16,9,14,12,2,1,0,0,1,1,9,0,0,0,1,0,0,0,80
Druid,11,1.198224852071006,10,12,13,12,15,11,0,3,0,0,0,0,2,0,0,0,1,0,0,0,73
Druid of the Old Ways,14,3.994082840236686,11,15,16,10,20,14,3,3,0,0,0,0,7,0,0,0,1,0,0,0,86
Dryad,11,0.9763313609467456,10,12,11,14,15,18,0,2,0,0,0,0,1,0,0,0,1,0,0,0,80
Dryad Spirit,12,2.57396449704142,1,14,10,12,11,17,2,0,0,6,3,9,4,0,0,0,1,0,0,0,65
Duergar,16,1.1538461538461537,14,11,14,11,10,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,69
Duergar Alchemist,16,1.1538461538461537,14,11,14,11,10,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,69
Duergar Darkhaft,16,1.1538461538461537,14,11,14,11,10,9,0,0,0,1,0,0,2,0,0,0,1,0,0,0,69
Duergar Despot,21,5.281065088757396,20,5,19,15,14,13,2,0,0,0,1,5,12,0,0,0,1,0,0,0,86
Duergar Hammerer,17,1.4644970414201182,17,7,12,5,5,5,0,0,0,0,1,6,2,0,0,0,1,0,0,0,51
Duergar Kavalrachni,16,1.1538461538461537,14,11,14,11,10,9,0,0,0,1,0,0,2,0,0,0,1,0,0,0,69
Duergar Keeper of the Flame,16,1.1538461538461537,14,11,14,11,10,9,0,0,0,1,0,0,2,0,0,0,1,0,0,0,69
Duergar Mind Master,14,1.7307692307692306,11,17,14,15,10,12,1,2,0,1,0,0,2,0,0,0,1,0,0,0,79
Duergar Screamer,15,1.6863905325443787,18,7,12,5,5,5,0,0,0,0,1,6,3,0,0,0,1,0,0,0,52
Duergar Soulblade,14,1.198224852071006,16,16,10,11,10,12,0,0,0,1,0,0,1,0,0,0,1,0,0,0,75
Duergar Spore Servant,16,1.1538461538461537,14,11,14,2,6,1,0,0,0,1,0,4,0.5,0,0,0,1,0,0,0,48
Duergar Spy,15,1.4644970414201182,10,16,12,12,10,13,0,7,0,1,0,0,2,0,0,0,1,0,0,0,73
Duergar Stone Guard,18,1.7307692307692306,18,11,14,11,10,9,0,0,0,1,0,0,2,0,0,0,1,0,0,0,73
Duergar Warlord,20,3.328402366863905,18,11,17,12,12,14,0,0,0,1,0,0,6,0,0,0,1,0,0,0,84
Duergar Xarrorn,18,1.1538461538461537,16,11,14,11,10,9,0,0,0,1,0,0,2,0,0,0,1,0,0,0,71
Dullahan,16,5.991124260355029,18,14,16,11,15,16,1,1,0,3,0,3,10,0,0,0,1,0,0,0,90
Duodrone,15,0.4881656804733728,11,13,12,6,10,7,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,59
Dusk Hag,17,3.6390532544378695,11,14,12,17,16,18,2,3,0,0,0,3,6,0,0,0,1,0,0,0,88
Dust Mephit,12,0.7544378698224852,5,14,10,9,11,10,0,2,1,0,1,1,0.5,0,0,0,0,0,1,0,59
Dybbuk,14,1.6420118343195265,6,19,16,16,15,14,0,3,0,7,1,9,4,0,0,0,1,0,0,0,86
Dyrrn,21,14.423076923076922,26,21,22,26,23,24,3,4,0,2,0,6,24,0,0,0,1,0,0,0,142
Eagle,12,0.1331360946745562,6,15,10,2,14,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,54
Earth Elemental,17,5.59171597633136,20,8,20,5,10,5,0,0,1,3,1,5,5,0,0,1,0,0,0,0,68
Earth Elemental Myrmidon,18,5.636094674556213,18,10,17,8,10,10,0,0,0,3,1,4,7,0,0,0,1,0,0,0,73
Eater of Hope,17,3.994082840236686,19,17,14,12,11,16,2,3,0,2,1,1,6,0,0,1,0,0,0,0,89
Eblis,13,1.1538461538461537,11,16,12,12,14,11,0,1,0,0,0,0,1,0,0,1,0,0,0,0,76
Efreeti,17,8.875739644970414,22,12,24,16,15,16,3,0,0,0,1,0,11,0,0,1,0,0,0,0,105
Egg Hunter Adult,16,2.3076923076923075,14,20,16,3,13,5,2,2,0,0,0,2,5,0,0,0,0,0,1,0,71
Egg Hunter Hatchling,14,1.242603550295858,8,17,13,1,10,5,2,2,0,0,0,1,2,0,0,0,0,0,0,1,54
Eidolon,9,2.79585798816568,7,8,9,14,19,16,1,1,0,6,3,9,12,0,0,0,1,0,0,0,73
Elder Black Pudding,7,5.769230769230769,16,5,16,1,6,1,0,0,0,0,4,6,4,0,1,0,0,0,0,0,45
Elder Brain,10,9.319526627218934,15,10,20,21,19,24,3,5,0,0,0,0,14,0,0,1,0,0,0,0,109
Elder Brain Dragon,17,15.532544378698224,27,13,25,21,19,24,4,3,0,0,1,2,22,1,0,0,0,0,0,0,129
Elder Giant Lizard,14,3.7721893491124256,21,9,17,2,10,7,0,1,0,0,0,0,5,0,1,0,0,0,0,0,66
Elder Oblex,16,5.103550295857988,15,16,21,22,13,18,2,6,0,0,0,5,10,0,1,0,0,0,0,0,105
Elder Tempest,19,11.715976331360945,23,28,23,2,21,18,2,0,0,3,3,8,23,1,0,0,0,0,0,0,115
Eldritch Horror Hatchling,14,1.7307692307692306,17,11,13,1,13,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,61
Elemental Spirit,11,2.2189349112426036,18,15,17,4,10,16,0,0,0,1,1,5,0,0,0,0,1,0,0,0,80
Elephant,12,3.3727810650887573,22,9,17,3,11,6,0,0,0,0,0,0,4,0,1,0,0,0,0,0,68
Elise,9,4.127218934911243,19,9,18,6,10,5,0,0,0,0,5,6,5,0,0,0,1,0,0,0,67
Elk,10,0.5769230769230769,16,10,12,2,10,6,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,56
Emberhorn Minotaur,14,3.3727810650887573,18,11,16,6,16,9,0,1,0,0,1,0,3,0,0,1,0,0,0,0,76
Emerald Dragon Wyrmling,16,1.7307692307692306,15,12,15,14,12,14,4,4,0,2,0,0,2,0,0,0,1,0,0,0,82
Emerald Enclave Scout,16,0.8431952662721893,11,14,14,11,13,11,0,4,0,1,0,0,0.5,0,0,0,1,0,0,0,74
Emerald Greatwyrm,21,22.5,28,14,29,30,24,25,4,3,0,0,1,4,26,1,0,0,0,0,0,0,150
Empyrean,22,13.890532544378697,30,21,30,21,22,27,4,2,0,0,3,0,23,0,1,0,0,0,0,0,151
Enchanter Wizard,12,2.1745562130177514,9,14,11,17,12,11,2,2,0,0,0,0,5,0,0,0,1,0,0,0,74
Engineer,10,0.3106508875739645,10,10,10,14,10,11,0,2,0,0,0,0,0.25,0,0,0,0,0,1,0,65
Enormous Tentacle,12,2.662721893491124,19,14,12,1,10,3,0,1,0,0,0,0,2,0,1,0,0,0,0,0,59
Erinyes,18,6.789940828402367,18,16,18,14,14,18,4,0,0,3,2,1,12,0,0,0,1,0,0,0,98
Esthetic,14,9.6301775147929,24,8,20,1,10,1,0,0,0,0,1,7,12,1,0,0,0,0,0,0,64
Eternal Flame Guardian,17,1.997041420118343,15,13,14,8,11,13,0,2,0,1,0,0,2,0,0,0,1,0,0,0,74
Eternal Flame Priest,12,2.3076923076923075,12,15,14,10,11,16,0,3,0,1,0,0,3,0,0,0,1,0,0,0,78
Ettercap,13,1.952662721893491,14,15,13,7,12,8,0,3,0,0,0,0,2,0,0,0,1,0,0,0,69
Ettin,12,3.7721893491124256,21,8,17,6,10,8,0,1,0,0,0,0,4,0,0,1,0,0,0,0,70
Evil Mage,12,0.9763313609467456,9,14,11,17,12,11,2,2,0,0,0,0,1,0,0,0,1,0,0,0,74
Evoker Wizard,12,5.3698224852071,9,14,12,17,12,11,2,2,0,0,0,0,9,0,0,0,1,0,0,0,75
Expeditious Messenger,13,0.3106508875739645,6,16,13,8,12,7,0,2,0,0,1,2,0.125,0,0,0,0,0,0,1,62
Expert,17,2.9289940828402363,10,20,12,14,10,14,1,5,0,0,0,0,0,0,0,0,1,0,0,0,80
Expert,14,0.4881656804733728,10,15,12,13,10,14,1,5,0,0,0,0,0,0,0,0,1,0,0,0,74
Expert,16,2.4408284023668636,10,18,12,14,10,14,1,5,0,0,0,0,0,0,0,0,1,0,0,0,78
Expert,15,1.952662721893491,10,16,12,14,10,14,1,5,0,0,0,0,0,0,0,0,1,0,0,0,76
Eye Monger,17,6.612426035502958,21,6,23,7,13,7,0,0,0,0,0,0,10,0,0,1,0,0,0,0,77
Eyedrake,16,5.281065088757396,16,10,16,14,14,16,2,2,0,0,0,1,8,0,0,1,0,0,0,0,86
Faerie Dragon (Blue),15,0.621301775147929,3,20,13,14,12,16,0,3,0,0,0,0,2,0,0,0,0,0,0,1,78
Faerie Dragon (Green),15,0.621301775147929,3,20,13,14,12,16,0,3,0,0,0,0,2,0,0,0,0,0,0,1,78
Faerie Dragon (Indigo),15,0.621301775147929,3,20,13,14,12,16,0,3,0,0,0,0,2,0,0,0,0,0,0,1,78
Faerie Dragon (Orange),15,0.621301775147929,3,20,13,14,12,16,0,3,0,0,0,0,1,0,0,0,0,0,0,1,78
Faerie Dragon (Red),15,0.621301775147929,3,20,13,14,12,16,0,3,0,0,0,0,1,0,0,0,0,0,0,1,78
Faerie Dragon (Violet),15,0.621301775147929,3,20,13,14,12,16,0,3,0,0,0,0,2,0,0,0,0,0,0,1,78
Faerie Dragon (Yellow),15,0.621301775147929,3,20,13,14,12,16,0,3,0,0,0,0,1,0,0,0,0,0,0,1,78
Falcon,13,0.04437869822485207,5,16,8,2,14,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,51
Fastieth,14,0.3994082840236686,12,18,10,4,11,4,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,59
Fathomer,10,2.3076923076923075,14,11,14,11,11,15,0,3,0,0,0,0,2,0,0,0,1,0,0,0,76
Feathergale Knight,16,1.4644970414201182,14,14,12,11,10,14,0,2,0,0,0,0,1,0,0,0,1,0,0,0,75
Felbarren Dwarf,16,0.4881656804733728,13,12,12,10,11,10,0,1,0,1,0,0,0.125,0,0,0,1,0,0,0,68
Felidar,17,4.127218934911243,19,16,17,10,17,14,3,2,0,0,0,0,5,0,0,1,0,0,0,0,93
Female Steeder,14,1.331360946745562,15,16,14,2,10,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,60
Fey Spirit,12,1.331360946745562,13,16,14,14,11,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,84
Feyr,16,3.905325443786982,16,16,11,14,14,11,2,2,0,0,0,1,5,0,0,1,0,0,0,0,82
Fiendish Flesh Golem,12,9.319526627218934,20,9,20,7,10,5,0,0,0,2,4,6,8,0,0,1,0,0,0,0,71
Fiendish Giant Spider,13,0.4881656804733728,12,16,13,3,12,4,0,2,0,3,1,1,0.5,0,0,0,1,0,0,0,60
Fiendish Orc,13,0.665680473372781,16,12,16,7,11,10,0,1,0,0,2,0,0.5,0,0,0,1,0,0,0,72
Fiendish Spirit,12,2.2189349112426036,13,16,15,10,10,16,0,0,0,1,1,1,0,0,0,1,0,0,0,0,80
Fire Elemental,13,4.526627218934911,10,17,16,6,10,7,0,0,0,3,2,8,5,0,0,1,0,0,0,0,66
Fire Elemental Myrmidon,18,5.458579881656805,13,18,15,9,10,10,0,0,0,3,2,4,7,0,0,0,1,0,0,0,75
Fire Giant,18,7.189349112426035,25,9,23,10,14,13,3,2,0,0,1,0,9,0,1,0,0,0,0,0,94
Fire Giant Dreadnought,21,8.298816568047338,27,9,23,8,10,11,3,2,0,0,1,0,14,0,1,0,0,0,0,0,88
Fire Giant Royal Headsman,18,7.189349112426035,25,9,23,10,14,13,3,2,0,0,1,0,9,0,1,0,0,0,0,0,94
Fire Giant Servant,13,4.659763313609467,21,8,19,5,9,6,0,1,0,0,1,0,5,0,1,0,0,0,0,0,68
Fire Snake,14,0.9763313609467456,12,14,11,7,10,8,0,0,1,3,1,0,1,0,0,0,1,0,0,0,62
Firefist,18,5.192307692307692,16,10,14,11,17,13,2,2,0,0,0,0,7,0,0,0,1,0,0,0,81
Firemane Angel,18,5.991124260355029,22,15,17,12,14,23,3,2,0,4,0,3,12,0,0,0,1,0,0,0,103
Firenewt Warlock of Imix,10,1.4644970414201182,13,11,12,9,11,14,0,0,0,0,1,0,1,0,0,0,1,0,0,0,70
Firenewt Warrior,13,1.198224852071006,10,13,12,7,11,8,0,0,0,0,1,0,0.5,0,0,0,1,0,0,0,61
First-Year Student,11,1.4644970414201182,8,12,13,12,10,11,0,0,0,0,0,0,0.5,0,0,0,1,1,1,0,66
Fish,13,0.04437869822485207,2,16,9,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37
Fist of Bane,18,0.9763313609467456,16,11,13,10,12,11,0,0,0,0,0,1,0.5,0,0,0,1,0,0,0,73
Five-Armed Troll,15,3.727810650887574,18,13,20,7,9,7,0,1,0,0,0,0,8,0,0,1,0,0,0,0,74
Flail Snail,16,2.3076923076923075,17,5,20,3,10,5,0,0,0,0,2,1,3,0,0,1,0,0,0,0,60
Flameskull,13,1.7751479289940828,1,17,14,16,10,11,0,2,0,3,3,5,4,0,0,0,0,0,0,1,69
Flamewrath,12,4.659763313609467,10,14,16,11,10,16,0,2,0,0,1,0,6,0,0,0,1,0,0,0,77
Fleecemane Lion,15,1.997041420118343,19,16,14,6,14,10,2,2,0,0,0,0,3,0,0,1,0,0,0,0,79
Flesh Golem,9,4.127218934911243,19,9,18,6,10,5,0,0,0,0,4,6,5,0,0,0,1,0,0,0,67
Flind,16,5.636094674556213,20,14,19,11,13,12,2,2,0,0,0,0,9,0,0,0,1,0,0,0,89
Flitterstep Eidolon,14,1.952662721893491,8,18,13,11,12,10,0,2,0,3,1,8,3,0,0,0,1,0,0,0,72
Flumph,12,0.3106508875739645,6,15,10,14,14,11,0,3,1,0,0,0,0.125,0,0,0,0,0,1,0,70
Flux Blastseeker,12,2.4408284023668636,10,15,12,20,9,14,2,2,0,0,0,0,5,0,0,0,1,0,0,0,80
Fluxcharger,16,2.662721893491124,15,18,15,6,10,7,0,0,0,3,2,8,7,0,0,1,0,0,0,0,71
Flying Dagger,17,0.3106508875739645,12,15,11,1,5,1,1,0,0,0,2,7,0.125,0,0,0,0,0,0,1,45
Flying Horror,16,2.1745562130177514,9,20,12,2,15,16,0,2,1,0,0,1,3,0,0,0,1,0,0,0,74
Flying Monkey,12,0.1331360946745562,8,14,11,5,12,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56
Flying Rocking Horse,15,0.9763313609467456,10,10,13,1,3,1,0,0,0,0,2,8,0.125,0,0,0,1,0,0,0,38
Flying Shield,17,0.7544378698224852,12,15,11,1,5,1,1,0,0,0,2,7,0.25,0,0,0,0,0,1,0,45
Flying Snake,14,0.22189349112426035,4,18,11,2,12,5,0,0,0,0,0,0,0.125,0,0,0,0,0,0,1,52
Flying Staff,17,0.7544378698224852,12,15,11,1,5,1,1,0,0,0,2,7,0.25,0,0,0,0,0,1,0,45
Flying Sword,17,0.7544378698224852,12,15,11,1,5,1,1,0,0,0,2,7,0.25,0,0,0,0,0,1,0,45
Flying Trident,17,0.7544378698224852,12,15,11,1,5,1,1,0,0,0,2,7,0.25,0,0,0,0,0,1,0,45
Fomorian,14,6.612426035502958,23,10,20,9,14,6,0,2,0,0,0,0,8,0,1,0,0,0,0,0,82
Four-Armed Gargoyle,15,2.79585798816568,15,11,16,6,11,7,0,0,0,3,1,3,2,0,0,0,1,0,0,0,66
Four-Armed Statue,17,7.899408284023668,22,9,20,3,11,1,0,0,0,0,4,6,10,0,0,1,0,0,0,0,66
Four-Armed Troll,15,3.727810650887574,18,13,20,7,9,7,0,1,0,0,0,0,6,0,0,1,0,0,0,0,74
Fox,13,0.08875739644970414,2,16,11,3,12,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,50
Fractal Mascot,12,1.198224852071006,12,14,13,7,10,5,0,0,0,0,1,1,0.25,0,0,0,0,0,1,0,61
Fraz-Urb'luu,18,14.955621301775148,29,12,25,26,24,26,4,3,0,3,3,4,23,0,0,1,0,0,0,0,142
Frog,11,0.04437869822485207,1,13,8,1,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,34
Froghemoth,14,7.144970414201183,23,13,20,2,12,5,2,2,0,2,0,0,10,0,1,0,0,0,0,0,75
Frontline Medic,20,0.8431952662721893,15,10,14,10,13,12,0,2,0,0,0,0,0.25,0,0,0,1,0,0,0,74
Frost Druid,13,2.9733727810650885,12,13,16,10,16,9,2,3,0,1,0,0,5,0,0,0,1,0,0,0,76
Frost Giant,15,6.124260355029586,23,9,21,9,10,12,3,2,0,0,1,0,8,0,1,0,0,0,0,0,84
Frost Giant Everlasting One,15,8.38757396449704,25,9,24,9,10,12,3,2,0,0,1,0,12,0,1,0,0,0,0,0,89
Frost Giant Servant,13,4.659763313609467,21,8,19,5,9,6,0,1,0,0,1,0,5,0,1,0,0,0,0,0,68
Frost Giant Skeleton,14,4.526627218934911,23,9,15,6,8,5,0,0,1,0,2,2,6,0,1,0,0,0,0,0,66
Frost Giant Zombie,15,6.124260355029586,23,6,21,3,6,5,1,0,0,0,2,1,9,0,1,0,0,0,0,0,64
Frost Salamander,17,7.455621301775148,20,12,18,7,11,7,2,1,1,0,1,0,9,0,1,0,0,0,0,0,75
Frost Worm,18,11.715976331360945,28,8,22,1,5,5,2,0,1,0,1,0,17,1,0,0,0,0,0,0,69
Fume Drake,12,0.9763313609467456,6,14,12,6,10,11,0,0,0,0,2,1,0.25,0,0,0,0,0,1,0,59
Fungal Servant,17,4.304733727810651,18,10,17,11,18,16,4,2,1,0,4,5,15,0,0,0,1,0,0,0,90
Gaj,16,3.328402366863905,16,10,15,12,15,7,0,2,0,0,0,0,4,0,0,1,0,0,0,0,75
Galazeth Prismari,21,17.840236686390533,26,14,25,18,20,26,4,4,0,1,2,0,23,1,0,0,0,0,0,0,129
Galeb Duhr,16,3.7721893491124256,20,14,20,11,12,11,0,0,0,3,1,4,6,0,0,0,1,0,0,0,88
Gallows Speaker,12,3.7721893491124256,8,14,10,10,12,18,1,1,0,3,2,9,6,0,0,0,1,0,0,0,72
Galvan Magen,14,3.0177514792899407,10,18,18,12,10,7,0,0,0,0,2,5,3,0,0,0,1,0,0,0,75
Galvanic Blastseeker,13,2.3076923076923075,10,17,14,19,10,13,1,3,0,2,0,0,5,0,0,0,1,0,0,0,83
Galvanice Weird,12,0.9763313609467456,14,10,17,3,10,5,0,0,0,4,1,8,1,0,0,0,1,0,0,0,59
Gargantuan Rug of Smothering,12,2.79585798816568,17,14,10,1,3,1,0,0,0,0,2,7,2,1,0,0,0,0,0,0,46
Gargoyle,15,2.3076923076923075,15,11,16,6,11,7,0,0,0,3,1,3,2,0,0,0,1,0,0,0,66
Gas Spore,5,0.04437869822485207,5,1,3,1,1,1,0,0,0,0,1,6,0.5,0,0,1,0,0,0,0,12
Gauth,15,2.3076923076923075,10,14,16,15,15,13,3,1,0,0,0,1,6,0,0,0,1,0,0,0,83
Gazer,13,0.5769230769230769,3,17,14,3,10,7,1,2,0,0,0,1,0.5,0,0,0,0,0,0,1,54
Gearkeeper Construct,18,7.144970414201183,20,16,18,3,11,1,0,0,0,3,3,6,10,0,0,1,0,0,0,0,69
